id,Timestamp,SyncStatus,Latitude,Longitude,Radius,F,dF_AOCS,dF_other,F_error,B_VFM,B_NEC,dB_AOCS,dB_other,B_error,q_NEC_CRF,Att_error,Flags_F,Flags_B,Flags_q,Flags_Platform,ASM_Freq_Dev,dst,kp,qdlat,mlt
SW_OPER_MAGA_LR_1B,2014-09-30 02:06:00,0,-54.4010222,126.0058394,6849156.39,52176.374,-0.4163,-2.5343,0.0144,{-48980.6957;-4961.7958;-17281.506},{5775.0316;-1137.0676;-51843.3651},{0.1892;0.0476;-1.0749},{0.1345;0.0215;0.0051},{0.7697;0.7694;0.7731},{0.006294664;-0.00220739;0.06709517;-0.997724282},2.0411,1,0,6,1,0.0,-17.3998080087,27.0,-68.1893997192,2.42395591736
SW_OPER_MAGA_LR_1B,2014-09-30 02:06:20,0,-53.1299733,126.0905384,6849110.88,52070.6784,-0.4748,-2.515,0.0146,{-48613.1628;-4847.2124;-18017.0341},{6558.8875;-973.8194;-51646.6964},{0.1771;0.0934;-1.0799},{0.135;0.0204;0.0006},{0.7697;0.7694;0.7733},{0.006128459;-0.0022316;0.066016618;-0.997797208},1.3234,1,0,6,1,0.0,-17.4220284533,27.0,-66.7836990356,2.42738628387
SW_OPER_MAGA_LR_1B,2014-09-30 02:06:40,0,-51.8586451,126.165569,6849062.42,51933.1691,-0.5375,-2.4915,0.0151,{-48200.079;-4746.6952;-18742.2719},{7346.5848;-825.3358;-51404.2606},{0.1947;-0.0039;-1.1775},{0.1354;0.0193;-0.004},{0.7697;0.7694;0.7739},{0.006001392;-0.002264589;0.065016417;-0.997863578},1.3999,1,0,6,1,0.0,-17.444248898,27.0,-65.3746261597,2.42979812622
SW_OPER_MAGA_LR_1B,2014-09-30 02:07:00,0,-50.5870579,126.2318834,6849010.92,51764.4293,-0.584,-2.4722,0.0155,{-47745.3454;-4638.5951;-19452.9589},{8129.9758;-674.6728;-51117.5165},{0.1965;-0.0079;-1.205},{0.1357;0.0183;-0.0086},{0.7698;0.7694;0.7742},{0.00587252;-0.002298438;0.064078744;-0.99792492},1.334,1,0,6,1,0.0,-17.4664693426,27.0,-63.9624900818,2.43136024475
SW_OPER_MAGA_LR_1B,2014-09-30 02:07:20,0,-49.3152296,126.2903156,6848956.33,51565.0178,-0.6337,-2.4453,0.0169,{-47242.9182;-4529.2231;-20162.8127},{8924.5696;-527.0737;-50784.057},{0.1945;0.0107;-1.2413},{0.1358;0.0172;-0.0133},{0.7697;0.7694;0.7745},{0.005735117;-0.002334954;0.063198836;-0.997981745},1.1161,1,0,6,1,0.0,-17.4886897872,27.0,-62.5475845337,2.4321937561
SW_OPER_MAGA_LR_1B,2014-09-30 02:07:40,0,-48.0431757,126.3416002,6848898.54,51335.8721,-0.6967,-2.4151,0.0161,{-46701.0495;-4418.4967;-20853.0905},{9710.2027;-384.7359;-50407.6032},{0.195;-0.0397;-1.2874},{0.1357;0.0162;-0.018},{0.7698;0.7694;0.7749},{0.005584806;-0.002373741;0.062366125;-0.99803489},1.176,1,0,6,1,0.0,-17.5109102318,27.0,-61.1302032471,2.4324092865
SW_OPER_MAGA_LR_1B,2014-09-30 02:08:00,0,-46.7709099,126.386386,6848837.5,51078.0902,-0.7232,-2.3648,0.016,{-46116.5706;-4310.8448;-21532.2315},{10495.6591;-251.2339;-49987.3632},{0.1857;0.0062;-1.2986},{0.1356;0.0151;-0.0227},{0.7697;0.7694;0.775},{0.005419549;-0.0024098;0.061573775;-0.998084912},1.5033,1,0,6,1,0.0,-17.5331306764,27.0,-59.7106513977,2.43208885193
SW_OPER_MAGA_LR_1B,2014-09-30 02:08:20,0,-45.498444,126.4252491,6848773.13,50792.4785,-0.7334,-2.3217,0.017,{-45490.3768;-4207.6008;-22198.7954},{11279.8056;-124.8609;-49523.8851},{0.1626;0.1303;-1.3171},{0.1352;0.0141;-0.0274},{0.7697;0.7695;0.7751},{0.005266996;-0.00244892;0.060827248;-0.998131408},1.2755,1,0,6,1,0.0,-17.555351121,27.0,-58.2891998291,2.43130588531
SW_OPER_MAGA_LR_1B,2014-09-30 02:08:40,0,-44.2257887,126.4587023,6848705.36,50479.8704,-0.7682,-2.2658,0.0172,{-44823.2836;-4111.0879;-22851.0469},{12059.2307;-3.6601;-49018.0893},{0.1733;0.0211;-1.3491},{0.1348;0.0131;-0.0322},{0.7697;0.7694;0.7757},{0.005170301;-0.002476433;0.060129201;-0.99817414},1.5152,1,0,6,1,0.0,-17.5775715657,27.0,-56.8661270142,2.43011379242
SW_OPER_MAGA_LR_1B,2014-09-30 02:09:00,0,-42.9529531,126.4872043,6848634.13,50141.0498,-0.7963,-2.1995,0.0167,{-44116.8868;-4015.6409;-23487.7894},{12833.8032;112.089;-48470.4266},{0.166;-0.1137;-1.318},{0.1342;0.0121;-0.0369},{0.7697;0.7694;0.7754},{0.00507256;-0.002509644;0.059459325;-0.998214686},1.5606,1,0,6,1,0.0,-17.5997920103,27.0,-55.4416999817,2.42856216431
SW_OPER_MAGA_LR_1B,2014-09-30 02:09:20,0,-41.6799456,126.5111664,6848559.36,49776.7852,-0.8071,-2.1404,0.0176,{-43371.3501;-3917.3263;-24109.9203},{13604.22;221.5639;-47880.9338},{0.1621;-0.0823;-1.3508},{0.1334;0.0112;-0.0417},{0.7697;0.7694;0.7755},{0.004922448;-0.002548911;0.058813796;-0.99825358},1.3519,1,0,6,1,0.0,-17.6220124549,27.0,-54.0161819458,2.42669200897
SW_OPER_MAGA_LR_1B,2014-09-30 02:09:40,0,-40.4067736,126.5309585,6848480.99,49387.8456,-0.8133,-2.0783,0.0125,{-42586.7141;-3818.4383;-24717.0098},{14369.3121;324.3963;-47249.9407},{0.057;0.0008;-0.94},{0.1325;0.0102;-0.0465},{0.7695;0.7694;0.7726},{0.00473428;-0.002585631;0.05820313;-0.998290187},1.1909,1,0,6,1,0.0,-17.6442328996,27.0,-52.589805603,2.42453098297
SW_OPER_MAGA_LR_1B,2014-09-30 02:10:00,0,-39.1334436,126.546915,6848398.96,48975.3592,-0.8254,-1.999,0.0137,{-41764.2489;-3721.523;-25307.5186},{15128.3591;421.1185;-46578.1937},{0.1025;0.0495;-1.0849},{0.1315;0.0092;-0.0512},{0.7696;0.7694;0.7736},{0.004545079;-0.002631216;0.057604321;-0.998325679},1.5012,1,0,6,1,0.0,-17.6664533442,27.0,-51.1628379822,2.42210960388
SW_OPER_MAGA_LR_1B,2014-09-30 02:10:20,0,-37.8599615,126.5593381,6848313.21,48540.6994,-0.852,-1.9319,0.0164,{-40906.0108;-3631.1792;-25878.8178},{15877.7483;510.1642;-45867.6055},{0.0992;0.0906;-1.2148},{0.1303;0.0083;-0.056},{0.7696;0.7694;0.7747},{0.004383979;-0.002677071;0.057031945;-0.998359139},1.1648,1,0,6,1,0.0,-17.6886737888,27.0,-49.7354888916,2.41945457458
SW_OPER_MAGA_LR_1B,2014-09-30 02:10:40,0,-36.5863326,126.5685028,6848223.68,48085.4033,-0.8474,-1.8622,0.0165,{-40010.9548;-3542.0103;-26434.5797},{16620.2351;596.3862;-45117.8618},{0.1015;-0.0204;-1.2758},{0.129;0.0074;-0.0607},{0.7696;0.7694;0.7752},{0.004243;-0.002717339;0.056480548;-0.998390986},1.289,1,0,6,1,0.0,-17.7108942334,27.0,-48.3079910278,2.4165802002
SW_OPER_MAGA_LR_1B,2014-09-30 02:11:00,0,-35.3125616,126.5746591,6848130.32,47611.1793,-0.8342,-1.7773,0.0185,{-39080.9231;-3455.1317;-26973.7214},{17355.2026;675.2822;-44330.3403},{0.1063;-0.0262;-1.3417},{0.1276;0.0065;-0.0654},{0.7696;0.7694;0.7758},{0.004085977;-0.002758517;0.055943503;-0.998421765},1.3167,1,0,6,1,0.0,-17.7331146781,27.0,-46.8805465698,2.41350650787
SW_OPER_MAGA_LR_1B,2014-09-30 02:11:20,0,-34.0386528,126.5780357,6848033.08,47119.1581,-0.8315,-1.7049,0.0187,{-38116.1225;-3369.7047;-27496.3076},{18081.6997;748.7442;-43505.5416},{0.0711;0.088;-1.3691},{0.126;0.0057;-0.0701},{0.7695;0.7694;0.776},{0.003918047;-0.002791378;0.055433107;-0.998450814},1.2763,1,0,6,1,0.0,-17.7553351227,27.0,-45.4533615112,2.41024303436
SW_OPER_MAGA_LR_1B,2014-09-30 02:11:40,0,-32.7646102,126.5788417,6847931.89,46609.6603,-0.8261,-1.6318,0.0198,{-37113.4941;-3292.0818;-28004.3194},{18804.144;813.7012;-42640.7459},{0.0557;0.168;-1.4155},{0.1244;0.0048;-0.0748},{0.7695;0.7695;0.7766},{0.003783704;-0.002832224;0.054923859;-0.99847936},1.2181,1,0,6,1,0.0,-17.7775555673,27.0,-44.0266265869,2.40680980682
SW_OPER_MAGA_LR_1B,2014-09-30 02:12:00,0,-31.4904373,126.5772694,6847826.71,46081.7258,-0.8203,-1.55,0.0224,{-36073.2703;-3219.0409;-28494.2693},{19517.3656;874.5849;-41735.7638},{0.0608;0.0194;-1.4332},{0.1225;0.004;-0.0795},{0.7695;0.7694;0.7768},{0.003697785;-0.002865586;0.054429278;-0.998506669},1.1699,1,0,6,1,0.0,-17.799776012,27.0,-42.6005134583,2.40320968628
SW_OPER_MAGA_LR_1B,2014-09-30 02:12:20,0,-30.2161374,126.5734957,6847717.48,45535.4115,-0.7906,-1.4459,0.021,{-34995.3526;-3147.6674;-28964.4607},{20220.548;930.9262;-40789.5245},{0.0338;0.0244;-1.4559},{0.1205;0.0033;-0.0842},{0.7695;0.7694;0.7771},{0.003623285;-0.002902207;0.053947566;-0.998532978},1.2636,1,0,6,1,0.0,-17.8219964566,27.0,-41.1752090454,2.39945888519
SW_OPER_MAGA_LR_1B,2014-09-30 02:12:40,0,-28.9417137,126.567684,6847604.17,44972.653,-0.7596,-1.3477,0.0227,{-33882.2971;-3078.1251;-29412.8979},{20910.4176;981.7955;-39804.4469},{0.0204;0.0107;-1.4964},{0.1184;0.0025;-0.0889},{0.7695;0.7694;0.7775},{0.003554803;-0.002932647;0.053473351;-0.998558643},1.2975,1,0,6,1,0.0,-17.8442169012,27.0,-39.7508659363,2.39556407928
SW_OPER_MAGA_LR_1B,2014-09-30 02:13:00,0,-27.6671688,126.5599854,6847486.73,44394.9223,-0.7591,-1.2468,0.0235,{-32734.12;-3008.1419;-29839.6623},{21587.7782;1028.8336;-38779.9731},{0.0024;0.0465;-1.5441},{0.1161;0.0017;-0.0935},{0.7694;0.7694;0.778},{0.003482184;-0.002968201;0.053008148;-0.998583597},1.3736,1,0,6,1,0.0,-17.8664373459,27.0,-38.3276443481,2.39153671265
SW_OPER_MAGA_LR_1B,2014-09-30 02:13:20,0,-26.3925055,126.5505403,6847365.12,43804.1816,-0.7726,-1.1413,0.0237,{-31551.6139;-2942.4758;-30244.4084},{22251.8087;1067.394;-37717.4286},{-0.0155;0.0405;-1.5536},{0.1137;0.001;-0.098},{0.7694;0.7694;0.7782},{0.003408354;-0.003000171;0.052547285;-0.998608114},1.1763,1,0,6,1,0.0,-17.8886577905,27.0,-36.9056854248,2.387383461
SW_OPER_MAGA_LR_1B,2014-09-30 02:13:40,0,-25.1177262,126.5394793,6847239.32,43201.4518,-0.7394,-1.0696,0.0246,{-30334.6536;-2880.2322;-30626.1001},{22900.7778;1099.0023;-36616.8202},{-0.04;0.0204;-1.5457},{0.1112;0.0003;-0.1026},{0.7694;0.7694;0.7781},{0.003337694;-0.003019832;0.052098887;-0.998631787},1.2005,1,0,6,1,0.0,-17.9108782351,27.0,-35.4851341248,2.38311767578
SW_OPER_MAGA_LR_1B,2014-09-30 02:14:00,0,-23.8428332,126.5269242,6847109.29,42587.0628,-0.7086,-0.9837,0.0244,{-29084.5868;-2816.9859;-30982.3167},{23532.6894;1126.732;-35478.0997},{-0.0517;-0.1478;-1.5339},{0.1085;-0.0003;-0.107},{0.7694;0.7694;0.7781},{0.00325859;-0.003040128;0.051653278;-0.998655135},1.3753,17,8,6,1,0.0,-17.9330986797,27.0,-34.0661239624,2.37874221802
SW_OPER_MAGA_LR_1B,2014-09-30 02:14:20,0,-22.5678288,126.512989,6846975.01,41962.5679,-0.6957,-0.8842,0.0246,{-27801.1815;-2754.3401;-31312.3721},{24146.8968;1147.333;-34301.1331},{-0.08;0.0538;-1.5006},{0.1056;-0.001;-0.1114},{0.7694;0.7694;0.7778},{0.003144921;-0.003057629;0.05121235;-0.998678154},1.1852,17,8,6,1,0.0,-17.9553191244,27.0,-32.6487808228,2.37427616119
SW_OPER_MAGA_LR_1B,2014-09-30 02:14:40,0,-21.2927149,126.4977807,6846836.47,41329.9484,-0.7197,-0.8005,0.0242,{-26489.1297;-2693.6229;-31612.3666},{24738.9067;1162.6041;-33089.3664},{-0.1074;0.0434;-1.5038},{0.1027;-0.0016;-0.1157},{0.7694;0.7694;0.7778},{0.003042987;-0.003078811;0.050774072;-0.998700783},1.2314,17,8,6,1,0.0,-17.977539569,27.0,-31.2332267761,2.36972332001
SW_OPER_MAGA_LR_1B,2014-09-30 02:15:00,0,-20.0174936,126.4813998,6846693.65,40692.7684,-0.6886,-0.7086,0.0247,{-25148.2912;-2637.4418;-31884.4677},{25310.2542;1170.1652;-31843.8954},{-0.1303;0.0434;-1.479},{0.0995;-0.0022;-0.1199},{0.7695;0.7694;0.7776},{0.002952244;-0.003091623;0.050340219;-0.998722979},1.2669,17,8,6,1,0.0,-17.9997600136,27.0,-29.8195800781,2.3651008606
SW_OPER_MAGA_LR_1B,2014-09-30 02:15:20,0,-18.7421668,126.4639413,6846546.54,40054.0931,-0.6538,-0.6338,0.0229,{-23781.7355;-2587.7226;-32127.5088},{25859.5815;1167.7942;-30567.3417},{-0.1513;0.0476;-1.4292},{0.0963;-0.0027;-0.1241},{0.7694;0.7694;0.7772},{0.002867194;-0.003100464;0.049911033;-0.99874474},1.2223,17,8,6,1,0.0,-18.0219804583,27.0,-28.4079475403,2.3604221344
SW_OPER_MAGA_LR_1B,2014-09-30 02:15:40,0,-17.4667365,126.4454948,6846395.13,39416.0288,-0.6488,-0.5552,0.0235,{-22392.138;-2537.9497;-32340.3159},{26384.8761;1162.9225;-29261.4249},{-0.1929;0.0746;-1.4174},{0.0929;-0.0033;-0.1281},{0.7694;0.7694;0.7771},{0.002804618;-0.003110577;0.049484938;-0.998766088},1.369,17,8,18,1,0.0,-18.0442009029,27.0,-26.9984416962,2.35569667816
SW_OPER_MAGA_LR_1B,2014-09-30 02:16:00,0,-16.1912043,126.4261457,6846239.45,38780.0738,-0.6014,-0.4885,0.0256,{-20974.9321;-2491.6436;-32524.7307},{26889.1308;1151.3675;-27922.4492},{-0.2227;0.0812;-1.3956},{0.0894;-0.0037;-0.132},{0.7694;0.7694;0.7769},{0.002752518;-0.003119357;0.04906355;-0.998786995},1.2688,17,8,18,1,0.0,-18.0664213475,27.0,-25.5911655426,2.35094547272
SW_OPER_MAGA_LR_1B,2014-09-30 02:16:20,0,-14.9155721,126.405975,6846079.48,38148.2902,-0.5556,-0.4102,0.0303,{-19535.4126;-2445.0148;-32677.3276},{27367.394;1137.3149;-26554.6689},{-0.2586;0.1683;-1.3561},{0.0858;-0.0042;-0.1359},{0.7695;0.7695;0.7766},{0.002725167;-0.003125364;0.048642904;-0.998807626},1.1659,17,8,0,1,0.0,-18.0886417922,27.0,-24.1862163544,2.34617710114
SW_OPER_MAGA_LR_1B,2014-09-30 02:16:40,0,-13.6398418,126.3850601,6845915.26,37523.8682,-0.5696,-0.3015,0.0207,{-18074.8892;-2406.6918;-32797.4099},{27819.3348;1112.8432;-25159.6913},{-0.296;0.2129;-1.3232},{0.082;-0.0046;-0.1396},{0.7695;0.7695;0.7763},{0.002734111;-0.003128442;0.048227165;-0.998827752},1.1791,17,8,0,1,0.0,-18.1108622368,27.0,-22.7836856842,2.34141731262
SW_OPER_MAGA_LR_1B,2014-09-30 02:17:00,0,-12.3640149,126.3634753,6845746.82,36910.0508,-0.5663,-0.2386,0.0227,{-16597.2613;-2371.1603;-32884.4457},{28242.9434;1082.9674;-23741.137},{-0.3196;0.1233;-1.287},{0.0781;-0.005;-0.1431},{0.7696;0.7694;0.776},{0.002775775;-0.003124455;0.047813461;-0.998847539},1.2211,17,8,0,1,0.0,-18.1330826814,27.0,-21.3836650848,2.3366765976
SW_OPER_MAGA_LR_1B,2014-09-30 02:17:20,0,-11.0880932,126.3412917,6845574.18,36310.7231,-0.5169,-0.1868,0.0183,{-15106.257;-2338.4366;-32938.2286},{28637.2918;1047.1565;-22302.5373},{-0.3408;0.0636;-1.2408},{0.0741;-0.0053;-0.1466},{0.7696;0.7694;0.7756},{0.00283471;-0.003114501;0.047406442;-0.998866805},1.1217,17,8,0,1,0.0,-18.1553031261,27.0,-19.9862346649,2.33198261261
SW_OPER_MAGA_LR_1B,2014-09-30 02:17:40,0,-9.8120785,126.3185781,6845397.39,35729.6857,-0.4931,-0.1328,0.0166,{-13602.5078;-2305.4974;-32960.4422},{29003.6404;1008.3132;-20844.8179},{-0.3762;0.0621;-1.1704},{0.07;-0.0056;-0.1499},{0.7697;0.7694;0.7751},{0.00291208;-0.003097312;0.047001721;-0.998885762},1.1602,17,8,0,1,0.0,-18.1775235707,27.0,-18.5914764404,2.32734680176
SW_OPER_MAGA_LR_1B,2014-09-30 02:18:00,0,-8.5359723,126.2954011,6845216.51,35170.3605,-0.4783,-0.0567,0.0142,{-12085.1327;-2273.7168;-32952.324},{29343.745;964.4682;-19367.2482},{-0.4068;0.1204;-1.0988},{0.0658;-0.0059;-0.153},{0.7698;0.7694;0.7745},{0.002997985;-0.003077004;0.04659586;-0.998904585},1.0735,17,8,0,1,0.0,-18.1997440153,27.0,-17.1994571686,2.32279682159
SW_OPER_MAGA_LR_1B,2014-09-30 02:18:20,0,-7.2597764,126.2718252,6845031.58,34635.5118,-0.4696,-0.0092,0.0118,{-10556.5712;-2251.5251;-32912.4088},{29656.2349;907.3138;-17872.3733},{-0.4183;-0.0354;-1.0283},{0.0615;-0.0061;-0.1561},{0.7698;0.7694;0.7739},{0.003096213;-0.003053016;0.046189012;-0.998923254},1.3314,17,8,0,1,0.0,-18.2219644599,27.0,-15.8102388382,2.31834983826
SW_OPER_MAGA_LR_1B,2014-09-30 02:18:40,0,-5.9834924,126.2479133,6844842.66,34127.9782,-0.4781,0.032,0.0096,{-9017.5259;-2229.3513;-32841.2637},{29941.0161;845.9246;-16360.1451},{-0.457;0.0142;-0.9512},{0.0571;-0.0062;-0.1589},{0.7699;0.7694;0.7734},{0.003186892;-0.003030785;0.045784019;-0.998941681},1.2206,17,8,0,1,0.0,-18.2441849046,27.0,-14.4238786697,2.31403064728
SW_OPER_MAGA_LR_1B,2014-09-30 02:19:00,0,-4.707122,126.223727,6844649.81,33649.7681,-0.4337,0.0623,0.0083,{-7472.5458;-2206.9387;-32736.9783},{30195.0471;780.8326;-14834.7127},{-0.4611;0.0226;-0.8629},{0.0527;-0.0064;-0.1617},{0.7699;0.7694;0.7728},{0.003273065;-0.003007324;0.045381679;-0.998959832},1.2126,17,8,0,1,0.0,-18.2664053492,27.0,-13.0404214859,2.30985832214
SW_OPER_MAGA_LR_1B,2014-09-30 02:19:20,0,-3.4306669,126.1993269,6844453.1,33204.8395,-0.401,0.0901,0.0135,{-5923.8424;-2189.8583;-32600.3139},{30419.0901;706.3889;-13298.4144},{-0.5042;-0.0356;-0.7895},{0.0481;-0.0065;-0.1643},{0.77;0.7694;0.7723},{0.003355068;-0.002987426;0.04497586;-0.998977973},1.0945,17,8,0,1,0.0,-18.2886257938,27.0,-11.659901619,2.30585956573
SW_OPER_MAGA_LR_1B,2014-09-30 02:19:40,0,-2.154129,126.1747726,6844252.62,32796.4811,-0.4045,0.1268,0.0084,{-4372.3481;-2174.0633;-32432.4554},{30613.4417;627.5364;-11752.937},{-0.5324;0.1323;-0.7135},{0.0435;-0.0066;-0.1667},{0.7702;0.7694;0.7719},{0.003436175;-0.002959011;0.044576588;-0.998995678},1.114,17,8,0,1,0.0,-18.3108462385,27.0,-10.2823419571,2.30205154419
SW_OPER_MAGA_LR_1B,2014-09-30 02:20:00,0,-0.8775101,126.1501232,6844048.44,32428.3647,-0.4097,0.1874,0.0103,{-2819.2723;-2159.6916;-32234.7464},{30779.3895;544.1882;-10199.2392},{-0.5665;0.0736;-0.6399},{0.0388;-0.0066;-0.169},{0.7703;0.7694;0.7715},{0.003527014;-0.002931093;0.044177127;-0.999013188},1.3817,17,8,0,1,0.0,-18.3330666831,27.0,-8.90775585175,2.29845905304
SW_OPER_MAGA_LR_1B,2014-09-30 02:20:20,0,0.3991881,126.1254374,6843840.66,32104.1423,-0.3987,0.2022,0.014,{-1268.4931;-2146.502;-32008.545},{30917.1945;456.9013;-8641.8644},{-0.5723;0.0664;-0.523},{0.0341;-0.0066;-0.1711},{0.7703;0.7694;0.7709},{0.003618168;-0.002895671;0.043781598;-0.999030378},1.1061,17,8,0,1,0.0,-18.3552871277,27.0,-7.53614139557,2.29510402679
SW_OPER_MAGA_LR_1B,2014-09-30 02:20:40,0,1.6759636,126.1007739,6843629.39,31825.3431,-0.3404,0.1967,0.0181,{282.5626;-2137.2555;-31753.4599},{31027.3272;362.9214;-7078.3593},{-0.6006;0.2308;-0.4174},{0.0293;-0.0066;-0.1731},{0.7704;0.7696;0.7705},{0.003717238;-0.002853296;0.043389194;-0.999047255},1.1072,17,8,0,1,0.0,-18.3775075724,27.0,-6.16748380661,2.29200553894
SW_OPER_MAGA_LR_1B,2014-09-30 02:21:00,0,2.9528145,126.0761911,6843414.72,31592.5768,-0.3149,0.2124,0.0211,{1830.5887;-2130.4499;-31468.5934},{31108.3;264.1711;-5510.5467},{-0.6157;0.2336;-0.3171},{0.0244;-0.0065;-0.1749},{0.7705;0.7696;0.7702},{0.003838127;-0.00282222;0.043003352;-0.999063569},1.3709,17,8,0,1,0.0,-18.399728017,27.0,-4.80175495148,2.28918457031
SW_OPER_MAGA_LR_1B,2014-09-30 02:21:20,0,4.2297389,126.051748,6843196.76,31406.7631,-0.3073,0.2362,0.0249,{3372.7386;-2126.0014;-31153.6912},{31158.9688;160.6125;-3942.1555},{-0.6371;0.2597;-0.207},{0.0195;-0.0064;-0.1766},{0.7706;0.7696;0.7699},{0.003961895;-0.002785332;0.042625363;-0.999079388},1.147,17,8,0,1,0.0,-18.4219484616,27.0,-3.43891215324,2.2866563797
SW_OPER_MAGA_LR_1B,2014-09-30 02:21:40,0,5.5067347,126.0275042,6842975.64,31270.6102,-0.3085,0.2805,0.0282,{4905.0767;-2122.7814;-30811.3569},{31180.9512;53.7528;-2377.2013},{-0.6331;0.2473;-0.1332},{0.0146;-0.0063;-0.1781},{0.7707;0.7696;0.7697},{0.004092128;-0.002748204;0.042254603;-0.999094715},1.3422,1,0,0,1,0.0,-18.4441689062,27.0,-2.07889771461,2.28444290161
SW_OPER_MAGA_LR_1B,2014-09-30 02:22:00,0,6.7837998,126.00352,6842751.48,31188.0614,-0.3019,0.2855,0.0325,{6427.015;-2121.1965;-30445.721},{31178.139;-56.6133;-817.5398},{-0.6778;0.298;-0.0317},{0.0096;-0.0062;-0.1794},{0.7708;0.7697;0.7695},{0.004227356;-0.002705639;0.041888762;-0.999109674},1.2916,1,0,16,1,0.0,-18.4663893509,27.0,-0.721641004086,2.28255558014
SW_OPER_MAGA_LR_1B,2014-09-30 02:22:20,0,8.0609322,125.9798567,6842524.43,31161.8598,-0.2913,0.3094,0.0374,{7940.1367;-2121.7838;-30059.1593},{31153.2674;-170.82;738.6108},{-0.6522;0.3118;0.0465},{0.0046;-0.006;-0.1807},{0.7707;0.7697;0.7694},{0.004365714;-0.002670615;0.041529036;-0.99912419},1.2014,1,0,16,1,0.0,-18.4886097955,27.0,0.632944703102,2.28100681305
SW_OPER_MAGA_LR_1B,2014-09-30 02:22:40,0,9.3381297,125.9565771,6842294.61,31192.9003,-0.2916,0.3239,0.0356,{9448.1143;-2125.353;-29651.9428},{31107.5014;-289.4633;2293.7457},{-0.6479;0.3792;0.1248},{-0.0004;-0.0058;-0.1818},{0.7707;0.7698;0.7694},{0.004495421;-0.002626994;0.041179692;-0.99913819},1.1675,1,0,16,1,0.0,-18.51083024,27.0,1.98495829105,2.27981185913
SW_OPER_MAGA_LR_1B,2014-09-30 02:23:00,0,10.61539,125.9337454,6842062.18,31277.8372,-0.2736,0.3275,0.0405,{10951.5373;-2131.5654;-29220.4515},{31037.3669;-412.6479;3850.4679},{-0.673;0.4938;0.2383},{-0.0054;-0.0055;-0.1828},{0.7709;0.7702;0.7694},{0.004617464;-0.002593766;0.040836615;-0.999151801},1.1682,1,0,16,1,0.0,-18.5330506847,27.0,3.33450961113,2.27897548676
SW_OPER_MAGA_LR_1B,2014-09-30 02:23:20,0,11.8927107,125.9114277,6841827.29,31412.8381,-0.2653,0.3334,0.0415,{12447.5594;-2139.6086;-28761.8842},{30939.4903;-538.7756;5405.8581},{-0.617;0.5049;0.3009},{-0.0105;-0.0052;-0.1836},{0.7707;0.7702;0.7694},{0.004709753;-0.00255597;0.040508114;-0.99916484},1.1841,1,0,16,1,0.0,-18.5552711293,27.0,4.6817240715,2.27850627899
SW_OPER_MAGA_LR_1B,2014-09-30 02:23:40,0,13.1700894,125.8896925,6841590.12,31595.3939,-0.2567,0.3336,0.0417,{13931.8667;-2146.6053;-28276.3386},{30812.7604;-664.7597;6956.151},{-0.5493;0.5083;0.3284},{-0.0156;-0.0049;-0.1843},{0.7704;0.7702;0.7694},{0.004774384;-0.002517878;0.040189889;-0.999177481},1.2928,1,0,16,1,0.0,-18.5774915739,27.0,6.02673435211,2.27840709686
SW_OPER_MAGA_LR_1B,2014-09-30 02:24:00,0,14.4475239,125.8686104,6841350.82,31823.2734,-0.2534,0.3511,0.0496,{15402.8896;-2155.768;-27763.2381},{30656.4359;-792.7923;8499.8912},{-0.6736;0.5714;0.4732},{-0.0207;-0.0046;-0.1848},{0.771;0.7704;0.7697},{0.004797313;-0.002480159;0.039889125;-0.999189518},1.1969,1,0,16,1,0.0,-18.5997120186,27.0,7.36968231201,2.27868175507
SW_OPER_MAGA_LR_1B,2014-09-30 02:24:20,0,15.7250114,125.8482551,6841109.58,32094.2816,-0.2465,0.3514,0.0458,{16855.2521;-2166.2317;-27225.1981},{30471.6112;-921.3223;10031.7282},{-0.6765;0.5577;0.5267},{-0.0258;-0.0043;-0.1851},{0.771;0.7704;0.7698},{0.004767777;-0.002448452;0.039599895;-0.999201242},1.4865,1,0,4,1,0.0,-18.6219324632,27.0,8.71071720123,2.27932357788
SW_OPER_MAGA_LR_1B,2014-09-30 02:24:40,0,17.0025494,125.8287033,6840866.58,32406.7781,-0.232,0.3494,0.0459,{18288.4285;-2179.64;-26663.3519},{30259.2433;-1050.7912;11551.0091},{-0.7059;0.5123;0.58},{-0.031;-0.0039;-0.1853},{0.7712;0.7702;0.7699},{0.004679638;-0.002425212;0.039329466;-0.999212396},1.4593,1,0,4,1,0.0,-18.6441529078,27.0,10.049996376,2.28033256531
SW_OPER_MAGA_LR_1B,2014-09-30 02:25:00,0,18.2801351,125.8100355,6840622.0,32758.9661,-0.2302,0.3519,0.0577,{19702.5069;-2194.6301;-26078.4449},{30020.2044;-1179.6693;13057.0356},{-0.8215;0.5807;0.7948},{-0.0361;-0.0034;-0.1853},{0.7719;0.7705;0.7706},{0.004535626;-0.002398572;0.039071728;-0.999223236},1.1644,1,0,4,1,0.0,-18.6663733525,27.0,11.387673378,2.28169822693
