id,Timestamp,SyncStatus,Latitude,Longitude,Radius,F,dF_AOCS,dF_other,F_error,B_VFM,B_NEC,dB_AOCS,dB_other,B_error,q_NEC_CRF,Att_error,Flags_F,Flags_B,Flags_q,Flags_Platform,ASM_Freq_Dev,dst,kp,qdlat,mlt
SW_OPER_MAGA_LR_1B,2014-09-30 02:47:40,0,74.4002363,-70.2753389,6831187.06,46365.0285,-0.0411,-0.4454,0.0269,{43969.7167;3671.062;14239.5559},{3343.7739;-2443.7072;46178.1887},{-0.3282;-0.0173;1.7109},{-0.1859;0.0111;-0.036},{0.7702;0.7694;0.7785},{0.002235837;-0.002844509;0.994933745;-0.100467675},1.1602,17,8,0,1,0.0,-19.5888230998,27.0,81.6054916382,14.2539482117
SW_OPER_MAGA_LR_1B,2014-09-30 02:48:00,0,73.1366957,-69.6012171,6831271.14,46359.1147,-0.0337,-0.496,0.0154,{43843.4408;3750.1194;14585.2307},{3721.4602;-2558.9084;46137.2125},{-0.3312;-0.0439;1.7852},{-0.1862;0.0112;-0.034},{0.7703;0.7694;0.7793},{0.00233413;-0.002839055;0.995526762;-0.09440846},1.1961,17,8,0,1,0.0,-19.599935989,27.0,80.3921661377,14.2401256561
SW_OPER_MAGA_LR_1B,2014-09-30 02:48:20,0,71.8707615,-69.0299833,6831362.46,46350.1564,-0.0065,-0.5261,0.0169,{43704.3764;3823.9382;14950.6045},{4119.261;-2674.1035;46087.9209},{-0.332;0.0421;1.7979},{-0.1866;0.0113;-0.0319},{0.7703;0.7694;0.7794},{0.002421221;-0.002856976;0.996003466;-0.089236044},1.3344,17,8,0,1,0.0,-19.6110488782,27.0,79.1755752563,14.228679657
SW_OPER_MAGA_LR_1B,2014-09-30 02:48:40,0,70.602906,-68.5416204,6831460.93,46335.1281,0.0202,-0.5668,0.0206,{43550.3372;3889.2431;15331.7423},{4535.4365;-2786.3667;46027.0179},{-0.332;-0.0694;1.8632},{-0.187;0.0114;-0.0297},{0.7703;0.7694;0.7801},{0.002505763;-0.002908387;0.996392786;-0.08477428},1.2506,17,8,0,1,0.0,-19.6221617674,27.0,77.9554519653,14.2189445496
SW_OPER_MAGA_LR_1B,2014-09-30 02:49:00,0,69.3334869,-68.1209553,6831566.42,46311.4565,-0.0084,-0.5763,0.0157,{43381.2501;3941.3514;15721.5765},{4964.4647;-2885.3127;45952.8469},{-0.3053;-0.2543;1.8138},{-0.1873;0.0116;-0.0274},{0.7702;0.7696;0.7798},{0.002587323;-0.002943771;0.996715007;-0.080893975},1.2751,17,8,0,1,0.0,-19.6332746566,27.0,76.731552124,14.2104949951
SW_OPER_MAGA_LR_1B,2014-09-30 02:49:20,0,68.0627793,-67.7562842,6831678.84,46276.8752,0.0127,-0.6517,0.019,{43191.3839;4002.2253;16121.9662},{5406.1498;-2989.1109;45861.4217},{-0.3105;-0.1823;1.8273},{-0.1876;0.0118;-0.025},{0.7703;0.7695;0.7799},{0.002669435;-0.002916608;0.99698525;-0.077490507},1.6072,17,8,0,1,0.0,-19.6443875458,27.0,75.50365448,14.2030305862
SW_OPER_MAGA_LR_1B,2014-09-30 02:49:40,0,66.7909991,-67.4384384,6831798.06,46229.9551,0.0005,-0.6075,0.0174,{42978.1213;4056.6959;16538.6679},{5869.9239;-3085.8977;45750.6772},{-0.3177;-0.034;1.8787},{-0.1879;0.0121;-0.0225},{0.7703;0.7694;0.7806},{0.0027593;-0.002846859;0.997214076;-0.07448737},1.1037,17,8,0,1,0.0,-19.655500435,27.0,74.2715759277,14.1963443756
SW_OPER_MAGA_LR_1B,2014-09-30 02:50:00,0,65.5183174,-67.160136,6831923.94,46168.9626,-0.0076,-0.7095,0.0178,{42740.2111;4103.6147;16967.9138},{6351.5752;-3178.5415;45618.3051},{-0.3157;-0.0291;1.9183},{-0.1881;0.0123;-0.0199},{0.7702;0.7694;0.7809},{0.002848706;-0.002785451;0.997409872;-0.071816943},1.072,17,8,0,1,0.0,-19.6666133242,27.0,73.0351867676,14.1902694702
SW_OPER_MAGA_LR_1B,2014-09-30 02:50:20,0,64.2448721,-66.9155214,6832056.35,46091.0038,-0.0448,-0.6277,0.0191,{42475.8424;4143.5376;17404.482},{6846.0318;-3267.7814;45461.3631},{-0.314;-0.007;1.9562},{-0.1883;0.0126;-0.0171},{0.7702;0.7694;0.7814},{0.002934356;-0.002741346;0.997578622;-0.069431744},1.4291,17,8,0,1,0.0,-19.6777262134,27.0,71.7943954468,14.1846828461
SW_OPER_MAGA_LR_1B,2014-09-30 02:50:40,0,62.9707753,-66.6998335,6832195.15,45993.9743,-0.0117,-0.6556,0.0198,{42182.7585;4178.2265;17846.7533},{7351.8448;-3357.2226;45277.2429},{-0.3164;0.0267;2.0224},{-0.1884;0.0129;-0.0143},{0.7702;0.7694;0.7823},{0.003016269;-0.00273509;0.997724967;-0.067292738},1.0872,17,8,0,1,0.0,-19.6888391026,27.0,70.5491638184,14.1794757843
SW_OPER_MAGA_LR_1B,2014-09-30 02:51:00,0,61.6961192,-66.5091619,6832340.18,45876.275,-0.0175,-0.5598,0.0212,{41857.8984;4207.9135;18296.1343},{7871.1362;-3446.3577;45063.3616},{-0.3015;-0.1466;2.0457},{-0.1884;0.0133;-0.0114},{0.7702;0.7695;0.7827},{0.003094383;-0.002753836;0.997852824;-0.065365003},1.6027,17,8,0,1,0.0,-19.6999519918,27.0,69.2994766235,14.1745624542
SW_OPER_MAGA_LR_1B,2014-09-30 02:51:20,0,60.4209807,-66.3402653,6832491.29,45736.4199,-0.0535,-0.5575,0.0269,{41504.296;4224.5325;18742.3828},{8395.182;-3521.1891;44820.2222},{-0.3054;-0.0653;2.105},{-0.1884;0.0137;-0.0084},{0.7702;0.7694;0.7834},{0.003171929;-0.002748846;0.997965658;-0.063615473},1.3395,17,0,0,1,0.0,-19.711064881,27.0,68.0454025269,14.1698675156
SW_OPER_MAGA_LR_1B,2014-09-30 02:51:40,0,59.1454238,-66.1904342,6832648.3,45570.7379,-0.097,-0.344,0.0307,{41131.6683;4201.8619;19160.8182},{8901.9501;-3553.4615;44550.364},{-0.2919;-0.1032;2.1429},{-0.1882;0.0142;-0.0055},{0.7711;0.7706;0.7844},{0.003253566;-0.002734211;0.998065171;-0.062031065},1.3152,17,0,0,1,0.0,-19.7221777702,27.0,66.7870178223,14.1653175354
SW_OPER_MAGA_LR_1B,2014-09-30 02:52:00,0,57.8695029,-66.0573864,6832811.07,45376.3049,-0.0823,-0.3156,0.0236,{40648.1116;4265.1346;19709.4733},{9544.8879;-3693.515;44206.0714},{-0.2825;-0.0733;2.1429},{-0.188;0.0145;-0.0017},{0.7723;0.8524;0.8167},{0.003321333;-0.002707114;0.998154247;-0.06057838},1.1801,17,0,0,1,0.0,-19.7332906594,27.0,65.5244827271,14.1608552933
SW_OPER_MAGA_LR_1B,2014-09-30 02:52:20,0,56.5932642,-65.9391861,6832979.4,45153.0367,-0.0591,-0.2617,0.0316,{40178.8301;4432.9433;20117.8093},{10035.0295;-3917.0125;43848.2704},{-0.281;0.0363;2.1678},{-0.1875;0.0144;0.0013},{0.7706;0.7702;0.785},{0.003392802;-0.002673637;0.998233561;-0.059254517},1.1043,1,0,0,1,0.0,-19.7444035486,27.0,64.2579650879,14.1564188004
SW_OPER_MAGA_LR_1B,2014-09-30 02:52:40,0,55.3167473,-65.8341802,6833153.12,44904.2969,-0.0682,-0.2303,0.0247,{39719.2088;4204.8518;20518.704},{10568.5478;-3749.24;43480.5995},{-0.2573;-0.1098;2.1008},{-0.1871;0.0156;0.0044},{0.7701;0.7695;0.7838},{0.003455908;-0.002670928;0.998305069;-0.058033709},1.1948,17,0,0,1,0.0,-19.7555164377,27.0,62.9877128601,14.1519584656
SW_OPER_MAGA_LR_1B,2014-09-30 02:53:00,0,54.0399865,-65.7409484,6833332.04,44633.1605,-0.0828,-0.3011,0.0352,{39188.8098;4288.1884;20925.7257},{11081.5013;-3893.4229;43059.0171},{-0.2389;-0.2126;2.1469},{-0.1865;0.0157;0.0075},{0.7704;0.7701;0.7846},{0.003526051;-0.00264671;0.998369657;-0.056908601},1.0994,1,0,0,1,0.0,-19.7666293269,27.0,61.7140045166,14.1474227905
SW_OPER_MAGA_LR_1B,2014-09-30 02:53:20,0,52.7630114,-65.6582639,6833515.97,44339.4122,-0.1055,-0.2692,0.0289,{38631.96;4200.1801;21350.2731},{11639.6435;-3866.7541;42608.3433},{-0.2401;-0.0489;2.1859},{-0.1859;0.0164;0.0108},{0.77;0.7694;0.785},{0.003595544;-0.002566684;0.998428442;-0.055867072},1.1198,1,0,0,1,0.0,-19.7777422161,27.0,60.4371414185,14.1427659988
SW_OPER_MAGA_LR_1B,2014-09-30 02:53:40,0,51.4858482,-65.5850611,6833704.72,44021.3906,-0.124,-0.2173,0.0286,{38034.8236;4218.117;21756.9839},{12175.2291;-3945.0125;42118.9665},{-0.232;-0.0231;2.2064},{-0.1851;0.0168;0.0141},{0.77;0.7694;0.7854},{0.003667441;-0.002478847;0.998481742;-0.054905525},1.0894,1,0,0,1,0.0,-19.7888551053,27.0,59.1574821472,14.1379404068
SW_OPER_MAGA_LR_1B,2014-09-30 02:54:00,0,50.2085196,-65.5204099,6833898.09,43678.5169,-0.1434,-0.2846,0.0292,{37403.3483;4228.0134;22155.1069},{12710.1668;-4016.7774;41593.8996},{-0.2208;-0.002;2.2152},{-0.1841;0.0172;0.0175},{0.7699;0.7694;0.7856},{0.003732176;-0.002395672;0.998530877;-0.054003888},1.0935,1,0,0,1,0.0,-19.7999679945,27.0,57.8754119873,14.1329097748
SW_OPER_MAGA_LR_1B,2014-09-30 02:54:20,0,48.9310458,-65.4634947,6834095.87,43310.8253,-0.1655,-0.2216,0.0301,{36739.3051;4225.6751;22541.4441},{13241.6625;-4077.6112;41033.901},{-0.2002;-0.0912;2.2644},{-0.1831;0.0177;0.0208},{0.77;0.7694;0.7862},{0.003792684;-0.002316202;0.998575853;-0.053164989},1.1328,1,0,0,1,0.0,-19.8110808837,27.0,56.5913467407,14.1276292801
SW_OPER_MAGA_LR_1B,2014-09-30 02:54:40,0,47.6534448,-65.4135973,6834297.85,42918.7111,-0.1702,-0.1919,0.0322,{36044.1673;4219.9295;22911.7635},{13764.9703;-4135.5697;40439.6014},{-0.193;0.022;2.3044},{-0.182;0.0181;0.0242},{0.7698;0.7694;0.7869},{0.003858402;-0.002238793;0.998617278;-0.052379694},1.1515,1,0,0,1,0.0,-19.8221937729,27.0,55.3057174683,14.1220674515
SW_OPER_MAGA_LR_1B,2014-09-30 02:55:00,0,46.3757327,-65.3700824,6834503.84,42503.1911,-0.1527,-0.0937,0.0334,{35319.6352;4209.3943;23264.7799},{14277.6279;-4189.9116;39812.5558},{-0.188;-0.0563;2.3512},{-0.1807;0.0185;0.0275},{0.7698;0.7694;0.7876},{0.003917569;-0.002174019;0.998655515;-0.051643873},1.178,1,0,0,1,0.0,-19.8333066621,27.0,54.0189819336,14.116186142
SW_OPER_MAGA_LR_1B,2014-09-30 02:55:20,0,45.0979238,-65.3323861,6834713.6,42064.8357,-0.1422,-0.0859,0.0349,{34566.4437;4195.9432;23599.2864},{14778.7759;-4241.9406;39153.097},{-0.1635;-0.0546;2.3863},{-0.1793;0.019;0.0308},{0.7698;0.7694;0.788},{0.00397862;-0.002116288;0.998690881;-0.050953084},1.1013,1,0,0,1,0.0,-19.8444195513,27.0,52.7316131592,14.1099567413
SW_OPER_MAGA_LR_1B,2014-09-30 02:55:40,0,43.8200312,-65.3000056,6834926.94,41604.6438,-0.1487,-0.0088,0.0366,{33786.3129;4181.538;23913.7717},{15266.3039;-4291.1898;38462.8955},{-0.1371;-0.1368;2.3659},{-0.1778;0.0194;0.034},{0.7697;0.7694;0.788},{0.004039687;-0.002037968;0.998723804;-0.050301997},1.3199,17,0,0,1,0.0,-19.8555324405,27.0,51.4440841675,14.1033477783
SW_OPER_MAGA_LR_1B,2014-09-30 02:56:00,0,42.5420666,-65.2724917,6835143.64,41124.3474,-0.1262,0.0205,0.0367,{32981.3306;4166.8583;24207.4353},{15738.8676;-4337.7245;37743.9133},{-0.1218;-0.005;2.3638},{-0.1762;0.0198;0.0372},{0.7697;0.7694;0.7881},{0.004100262;-0.001931339;0.998754469;-0.049688711},1.4192,17,0,0,1,0.0,-19.8666453297,27.0,50.1568908691,14.09633255
SW_OPER_MAGA_LR_1B,2014-09-30 02:56:20,0,41.2640406,-65.2494408,6835363.48,40625.1073,-0.1127,0.0572,0.0386,{32153.1245;4150.1664;24479.9925},{16195.5951;-4380.9971;36997.6606},{-0.1159;0.0103;2.4098},{-0.1745;0.0202;0.0403},{0.7697;0.7694;0.7887},{0.004154503;-0.001815135;0.998783457;-0.049102458},1.4181,17,8,0,1,0.0,-19.8777582189,27.0,48.8704986572,14.0888910294
SW_OPER_MAGA_LR_1B,2014-09-30 02:56:40,0,39.9859631,-65.2304898,6835586.25,40107.6449,-0.1058,0.0982,0.0399,{31303.1173;4128.8944;24730.6658},{16636.1017;-4420.83;36224.7862},{-0.1108;0.152;2.4273},{-0.1727;0.0206;0.0434},{0.7696;0.7695;0.789},{0.004209867;-0.001719036;0.998810463;-0.048548754},1.1216,17,8,0,1,0.0,-19.8888711081,27.0,47.5853843689,14.0809965134
SW_OPER_MAGA_LR_1B,2014-09-30 02:57:00,0,38.707843,-65.2153108,6835811.74,39573.1743,-0.113,0.106,0.0423,{30433.3935;4101.4631;24958.753},{17059.3653;-4456.5849;35426.9628},{-0.089;0.0291;2.4817},{-0.1708;0.021;0.0464},{0.7696;0.7694;0.79},{0.004265626;-0.001663246;0.998836005;-0.048017428},1.3593,17,8,0,1,0.0,-19.8999839972,27.0,46.3020057678,14.0726356506
SW_OPER_MAGA_LR_1B,2014-09-30 02:57:20,0,37.4296884,-65.2036067,6836039.74,39023.2241,-0.1346,0.0982,0.0446,{29545.6537;4070.3237;25163.7091},{17463.4823;-4489.372;34606.3255},{-0.0641;0.0923;2.5167},{-0.1688;0.0214;0.0493},{0.7696;0.7694;0.7906},{0.004311655;-0.001629267;0.998859871;-0.047515396},1.2526,17,8,0,1,0.0,-19.9110968864,27.0,45.0207977295,14.063788414
SW_OPER_MAGA_LR_1B,2014-09-30 02:57:40,0,36.1515069,-65.1951074,6836270.04,38459.2549,-0.1362,0.1308,0.0449,{28641.622;4036.2175;25345.5062},{17848.0374;-4519.7758;33764.5885},{-0.0409;-0.0687;2.4961},{-0.1667;0.0218;0.0521},{0.7695;0.7694;0.7904},{0.004348499;-0.001616676;0.998882145;-0.047041878},1.2183,17,8,0,1,0.0,-19.9222097756,27.0,43.7421798706,14.0544452667
SW_OPER_MAGA_LR_1B,2014-09-30 02:58:00,0,34.8733054,-65.1895671,6836502.4,37882.9531,-0.1199,0.1442,0.0468,{27723.369;4001.8866;25503.5831},{18212.6942;-4547.6133;32903.6475},{0.0016;-0.0417;2.5544},{-0.1645;0.0221;0.0549},{0.7695;0.7694;0.7911},{0.004386647;-0.001592518;0.998903623;-0.04658083},1.3813,17,8,0,1,0.0,-19.9333226648,27.0,42.4665412903,14.0445947647
SW_OPER_MAGA_LR_1B,2014-09-30 02:58:20,0,33.5950906,-65.1867609,6836736.63,37296.0421,-0.1484,0.1482,0.0487,{26792.4039;3967.0434;25638.649},{18557.6667;-4572.2902;32025.2686},{0.0268;-0.0128;2.5443},{-0.1622;0.0225;0.0575},{0.7694;0.7694;0.7912},{0.004424263;-0.001546096;0.998924003;-0.046139703},1.1854,17,8,0,1,0.0,-19.944435554,27.0,41.1942214966,14.0342273712
SW_OPER_MAGA_LR_1B,2014-09-30 02:58:40,0,32.3168683,-65.1864831,6836972.5,36700.0383,-0.1353,0.1658,0.0501,{25850.3254;3932.5624;25750.8108},{18882.5668;-4595.4304;31131.0026},{0.0347;0.0194;2.5796},{-0.1598;0.0228;0.0601},{0.7694;0.7694;0.7915},{0.004460914;-0.001490012;0.998943465;-0.045714696},1.3759,17,8,0,1,0.0,-19.9555484432,27.0,39.9255523682,14.0233421326
SW_OPER_MAGA_LR_1B,2014-09-30 02:59:00,0,31.0386443,-65.1885445,6837209.79,36096.2774,-0.1647,0.1755,0.0513,{24898.7613;3896.0608;25840.4883},{19187.7636;-4615.8855;30222.2065},{0.0669;0.0254;2.5951},{-0.1574;0.0231;0.0626},{0.7694;0.7694;0.7918},{0.00449877;-0.001442104;0.998961916;-0.045307518},1.1015,17,8,0,1,0.0,-19.9666613324,27.0,38.6608123779,14.0119361877
SW_OPER_MAGA_LR_1B,2014-09-30 02:59:20,0,29.7604238,-65.1927708,6837448.3,35486.1187,-0.1734,0.188,0.0528,{23939.0933;3858.4903;25907.7692},{19472.5111;-4633.6214;29300.7083},{0.0838;0.0969;2.5759},{-0.1549;0.0234;0.0649},{0.7694;0.7694;0.7915},{0.004528828;-0.001393866;0.998979906;-0.044907616},1.1467,17,8,0,1,0.0,-19.9777742216,27.0,37.4002342224,14.0000123978
SW_OPER_MAGA_LR_1B,2014-09-30 02:59:40,0,28.4822119,-65.1990011,6837687.81,34871.0524,-0.1509,0.1957,0.0538,{22973.2066;3819.701;25952.855},{19737.2564;-4648.6945;28367.9286},{0.1305;0.0016;2.5691},{-0.1523;0.0237;0.0672},{0.7694;0.7694;0.7916},{0.00456347;-0.001342024;0.998996933;-0.044525301},1.2769,17,8,0,1,0.0,-19.9888871108,27.0,36.1440162659,13.98757267
SW_OPER_MAGA_LR_1B,2014-09-30 03:00:00,0,27.2040133,-65.2070865,6837928.12,34252.7441,-0.1453,0.2013,0.0561,{22002.2431;3779.5163;25976.6449},{19982.2334;-4661.653;27425.3326},{0.1379;0.0743;2.5881},{-0.1497;0.0239;0.0694},{0.7694;0.7694;0.7921},{0.004595599;-0.001302826;0.999013309;-0.044154171},1.0572,17,8,0,1,0.0,-20.0,27.0,34.8923072815,13.9746274948
SW_OPER_MAGA_LR_1B,2014-09-30 03:00:20,0,25.9258324,-65.2168887,6838169.02,33632.5364,-0.1516,0.2096,0.0572,{21027.7169;3737.3323;25979.528},{20207.6586;-4671.3584;26474.4659},{0.1728;0.087;2.5921},{-0.147;0.0242;0.0715},{0.7694;0.7694;0.7921},{0.004626355;-0.001269262;0.999029155;-0.043791942},1.2172,17,8,0,1,0.0,-20.0111128892,40.0,33.6452178955,13.961183548
SW_OPER_MAGA_LR_1B,2014-09-30 03:00:40,0,24.6476734,-65.2282787,6838410.31,33011.876,-0.1389,0.2075,0.0592,{20050.2734;3693.2602;25962.4531},{20413.8902;-4678.2141;25516.4654},{0.2326;0.0803;2.5974},{-0.1443;0.0244;0.0735},{0.7694;0.7694;0.7921},{0.004648387;-0.00124359;0.999044375;-0.043441715},1.1583,17,8,0,1,0.0,-20.0222257784,40.0,32.4028015137,13.9472579956
SW_OPER_MAGA_LR_1B,2014-09-30 03:01:00,0,23.3695403,-65.2411364,6838651.79,32392.1076,-0.0999,0.1953,0.06,{19071.3465;3647.5986;25925.7746},{20601.6017;-4682.1522;24552.362},{0.2595;0.0772;2.6091},{-0.1416;0.0246;0.0754},{0.7694;0.7694;0.7924},{0.004674444;-0.001217978;0.999058883;-0.043104682},1.0637,17,8,0,1,0.0,-20.0333386676,40.0,31.1650886536,13.9328622818
SW_OPER_MAGA_LR_1B,2014-09-30 03:01:20,0,22.0914368,-65.2553494,6838893.25,31774.5932,-0.1037,0.1952,0.0624,{18091.6864;3601.6797;25870.1816},{20770.7751;-4684.532;23583.4172},{0.3067;0.0691;2.6048},{-0.1387;0.0249;0.0772},{0.7695;0.7694;0.7924},{0.004695659;-0.001199794;0.999073096;-0.04277218},1.2011,17,8,0,1,0.0,-20.0444515568,40.0,29.9320430756,13.9180173874
SW_OPER_MAGA_LR_1B,2014-09-30 03:01:40,0,20.8133665,-65.2708119,6839134.52,31160.617,-0.1294,0.2122,0.0612,{17112.4204;3552.8642;25796.209},{20921.781;-4683.2184;22610.8097},{0.3478;0.0491;2.5708},{-0.1359;0.0251;0.0789},{0.7695;0.7694;0.7918},{0.004710096;-0.001189413;0.999086515;-0.042456281},1.195,17,8,0,1,0.0,-20.055564446,40.0,28.7036075592,13.9027452469
SW_OPER_MAGA_LR_1B,2014-09-30 03:02:00,0,19.5353329,-65.2874245,6839375.38,30551.4775,-0.1114,0.2011,0.062,{16134.378;3502.7568;25704.64},{21055.7135;-4678.6939;21635.2196},{0.4021;0.0305;2.547},{-0.133;0.0253;0.0805},{0.7696;0.7694;0.7915},{0.004729211;-0.001173593;0.999099697;-0.042143248},1.1308,17,8,0,1,0.0,-20.0666773352,40.0,27.479675293,13.8870668411
SW_OPER_MAGA_LR_1B,2014-09-30 03:02:20,0,18.2573393,-65.3050934,6839615.66,29948.4475,-0.1858,0.2508,0.0631,{15158.0886;3451.0844;25596.0171},{21172.812;-4670.2597;20657.5515},{0.4614;0.0558;2.5441},{-0.1301;0.0254;0.0821},{0.7697;0.7694;0.7916},{0.004748561;-0.001140044;0.999112666;-0.041833379},1.2919,17,8,0,1,0.0,-20.0777902244,40.0,26.2601146698,13.8710107803
SW_OPER_MAGA_LR_1B,2014-09-30 03:02:40,0,16.9793887,-65.3237299,6839855.16,29352.2261,-0.1855,0.2541,0.0639,{14183.3227;3397.2496;25470.9919},{21273.6659;-4658.4225;19677.6425},{0.505;0.1055;2.5367},{-0.1272;0.0256;0.0835},{0.7698;0.7694;0.7914},{0.004766715;-0.001104588;0.999125154;-0.041532941},1.2521,17,8,0,1,0.0,-20.0889031136,40.0,25.044752121,13.8546028137
SW_OPER_MAGA_LR_1B,2014-09-30 03:03:00,0,15.7014841,-65.3432495,6840093.69,28763.6018,-0.2559,0.3103,0.065,{13211.0246;3341.9499;25329.3433},{21358.0261;-4643.5148;18696.2009},{0.5596;0.0721;2.5056},{-0.1242;0.0258;0.0849},{0.77;0.7694;0.7911},{0.004788631;-0.00106492;0.999137383;-0.041236208},1.4875,17,8,0,1,0.0,-20.1000160028,40.0,23.8333892822,13.8378763199
SW_OPER_MAGA_LR_1B,2014-09-30 03:03:20,0,14.4236286,-65.363572,6840331.06,28183.5514,-0.2018,0.2705,0.0643,{12241.7699;3284.5755;25171.2523},{21425.4327;-4624.7368;17714.5125},{0.6087;0.1662;2.4875},{-0.1212;0.0259;0.0862},{0.7702;0.7695;0.7906},{0.004799521;-0.001010907;0.999149288;-0.040946823},1.1463,17,8,0,1,0.0,-20.1111288919,40.0,22.6258106232,13.8208599091
SW_OPER_MAGA_LR_1B,2014-09-30 03:03:40,0,13.145825,-65.3846205,6840567.09,27613.1289,-0.1642,0.2378,0.0639,{11275.7462;3225.2818;24997.4393},{21477.089;-4602.2167;16732.3374},{0.6771;0.1208;2.4567},{-0.1182;0.0261;0.0873},{0.7704;0.7695;0.7901},{0.004812956;-0.000943536;0.999161042;-0.040659033},1.3255,17,8,0,1,0.0,-20.1222417811,40.0,21.4217700958,13.8035926819
SW_OPER_MAGA_LR_1B,2014-09-30 03:04:00,0,11.8680759,-65.4063215,6840801.62,27052.8894,-0.1714,0.2444,0.0638,{10313.1136;3164.2808;24807.7092},{21512.639;-4576.2466;15749.9127},{0.7262;0.1478;2.418},{-0.1152;0.0262;0.0884},{0.7706;0.7695;0.7896},{0.004827284;-0.000856677;0.999172469;-0.040377488},1.2262,17,8,0,1,0.0,-20.1333546703,40.0,20.2210102081,13.7861070633
SW_OPER_MAGA_LR_1B,2014-09-30 03:04:20,0,10.590384,-65.4286043,6841034.48,26503.6893,-0.2423,0.3105,0.0624,{9355.9462;3100.4314;24601.4894},{21530.8811;-4545.915;14769.411},{0.7798;0.2358;2.3679},{-0.1121;0.0263;0.0895},{0.7709;0.7696;0.7886},{0.004831998;-0.000766198;0.999183783;-0.040097794},1.1757,17,8,0,1,0.0,-20.1444675595,40.0,19.0232639313,13.7684440613
SW_OPER_MAGA_LR_1B,2014-09-30 03:04:40,0,9.3127518,-65.4514005,6841265.48,25967.1134,-0.1834,0.2558,0.0616,{8405.4751;3033.81;24379.7315},{21532.8777;-4511.7747;13791.5333},{0.8087;0.3832;2.3401},{-0.109;0.0265;0.0904},{0.771;0.7699;0.7882},{0.004843911;-0.000669839;0.999194467;-0.039830964},1.1472,17,8,0,1,0.0,-20.1555804487,40.0,17.8282546997,13.7506389618
SW_OPER_MAGA_LR_1B,2014-09-30 03:05:00,0,8.0351819,-65.4746441,6841494.48,25445.293,-0.2273,0.2983,0.0612,{7462.5935;2965.2114;24143.7239},{21519.4562;-4474.8585;12817.5985},{0.8751;0.3042;2.2639},{-0.106;0.0266;0.0912},{0.7713;0.7697;0.7873},{0.004857234;-0.000585148;0.999204832;-0.039569786},1.3454,17,8,0,1,0.0,-20.1666933379,40.0,16.6356983185,13.7327365875
SW_OPER_MAGA_LR_1B,2014-09-30 03:05:20,0,6.7576767,-65.4982706,6841721.33,24939.351,-0.2484,0.3184,0.0742,{6529.3036;2890.615;23893.9628},{21490.772;-4430.8288;11850.0377},{0.9377;0.3686;2.2024},{-0.1029;0.0267;0.0919},{0.7717;0.7699;0.7862},{0.004859612;-0.000508116;0.999215033;-0.039312143},1.2025,17,8,0,1,0.0,-20.1778062271,40.0,15.4453144073,13.7147750854
SW_OPER_MAGA_LR_1B,2014-09-30 03:05:40,0,5.4802385,-65.5222174,6841945.86,24449.5396,-0.2549,0.3271,0.3029,{5601.7238;2814.3307;23630.4021},{21447.4694;-4384.2402;10884.8594},{1.0001;0.4284;2.1056},{-0.0998;0.0268;0.0926},{0.7722;0.7701;0.7849},{0.004861407;-0.000433264;0.999224896;-0.039061311},1.2871,17,8,0,1,0.0,-20.1889191163,40.0,14.2568311691,13.6968002319
SW_OPER_MAGA_LR_1B,2014-09-30 03:06:00,0,4.2028696,-65.5464229,6842167.95,23975.9193,-0.2843,0.36,0.0839,{4679.3097;2733.4683;23354.3581},{21391.2359;-4332.4826;9921.6153},{1.1055;0.2663;1.9613},{-0.0967;0.0269;0.0932},{0.7728;0.7699;0.7831},{0.004864706;-0.000358095;0.999234275;-0.038821001},1.0803,17,8,0,1,0.0,-20.2000320055,40.0,13.069978714,13.6788520813
SW_OPER_MAGA_LR_1B,2014-09-30 03:06:20,0,2.9255724,-65.5708269,6842387.45,23518.4433,-0.2783,0.3513,0.0476,{3770.647;2651.3948;23061.0979},{21315.2037;-4277.3664;8968.1736},{1.1454;0.4014;1.8365},{-0.0936;0.0271;0.0937},{0.7731;0.77;0.7813},{0.004861333;-0.00027412;0.999243593;-0.038581532},1.1705,17,8,0,1,0.0,-20.2111448947,40.0,11.8844966888,13.6609745026
SW_OPER_MAGA_LR_1B,2014-09-30 03:06:40,0,1.648349,-65.5953697,6842604.25,23078.6397,-0.2726,0.346,0.0468,{2872.7751;2563.3366;22754.1408},{21223.935;-4214.9384;8022.0529},{1.2188;0.3018;1.6974},{-0.0905;0.0272;0.0941},{0.7735;0.7697;0.7798},{0.00485596;-0.000173685;0.999252513;-0.038351084},1.1668,17,8,0,1,0.0,-20.2222577839,40.0,10.7001457214,13.6432151794
SW_OPER_MAGA_LR_1B,2014-09-30 03:07:00,0,0.3712015,-65.6199923,6842818.22,22657.2819,-0.2932,0.372,0.033,{1988.6821;2471.7675;22432.945},{21116.1878;-4147.4;7085.7038},{1.2951;0.4112;1.6012},{-0.0874;0.0273;0.0943},{0.7741;0.77;0.7787},{0.004858696;-5.9322e-05;0.999261127;-0.038125971},1.1753,17,8,0,1,0.0,-20.2333706731,40.0,9.51669692993,13.6256132126
